# Format: year	player1	player2	weight	team
2012	Philipp Lahm	Rafinha	1	Bayern Munich
2012	Philipp Lahm	Robert Lewandowski	1	Bayern Munich
2012	Philipp Lahm	Serge Gnabry	1	Bayern Munich
2012	Philipp Lahm	Sven Ulreich	1	Bayern Munich
2012	Philipp Lahm	Thomas Muller	2	Bayern Munich
2012	Philipp Lahm	Toni Kroos	1	Bayern Munich
2012	Radosław Cierzniak	Tomasz Brzyski	1	Legia Warszawa
2012	Radosław Cierzniak	Tomasz Jodłowiec	1	Legia Warszawa
2012	Radosław Cierzniak	Vadis Odjidja-Ofoe	1	Legia Warszawa
2012	Radosław Cierzniak	Yuri Ribeiro	1	Legia Warszawa
2012	Rafael Leao	Samuel Chukwueze	1	AC Milan
2012	Rafael Leao	Sandro Tonali	1	AC Milan
2012	Rafael Leao	Simon Kjær	1	AC Milan
2012	Rafael Leao	Theo Hernandez	1	AC Milan
2012	Rafael Leao	Zlatan Ibrahimović	1	AC Milan
2012	Rafinha	Robert Lewandowski	1	Bayern Munich
2012	Rafinha	Serge Gnabry	1	Bayern Munich
2012	Rafinha	Sven Ulreich	1	Bayern Munich
2012	Rafinha	Thomas Muller	2	Bayern Munich
2012	Rafinha	Toni Kroos	1	Bayern Munich
2012	Raphael Varane	Raul	1	Real Madrid
2012	Raphael Varane	Sergio Ramos	1	Real Madrid
2012	Raphael Varane	Thibaut Courtois	1	Real Madrid
2012	Raphael Varane	Toni Kroos	1	Real Madrid
2012	Raphael Varane	Vinicius Junior	1	Real Madrid
2012	Raphael Varane	Zinedine Zidane	1	Real Madrid
2012	Raphinha	Robert Lewandowski	1	Barcelona
2012	Raphinha	Ronald Araujo	1	Barcelona
2012	Raphinha	Samuel Eto'o	1	Barcelona
2012	Raphinha	Sergio Busquets	1	Barcelona
2012	Raphinha	Victor Valdes	1	Barcelona
2012	Raphinha	Xavi Hernandez	1	Barcelona
2012	Rasmus Hojlund	Rio Ferdinand	1	Manchester United
2012	Rasmus Hojlund	Roy Keane	1	Manchester United
2012	Rasmus Hojlund	Ruud van Nistelrooy	1	Manchester United
2012	Rasmus Hojlund	Ryan Giggs	1	Manchester United
2012	Rasmus Hojlund	Wayne Rooney	1	Manchester United
2012	Raul	Sergio Ramos	1	Real Madrid
2012	Raul	Thibaut Courtois	1	Real Madrid
2012	Raul	Toni Kroos	1	Real Madrid
2012	Raul	Vinicius Junior	1	Real Madrid
2012	Raul	Zinedine Zidane	1	Real Madrid
2012	Rio Ferdinand	Roy Keane	1	Manchester United
2012	Rio Ferdinand	Ruud van Nistelrooy	1	Manchester United
2012	Rio Ferdinand	Ryan Giggs	1	Manchester United
2012	Rio Ferdinand	Wayne Rooney	1	Manchester United
2012	Robert Lewandowski	Ronald Araujo	1	Barcelona
2012	Robert Lewandowski	Samuel Eto'o	1	Barcelona
2012	Robert Lewandowski	Serge Gnabry	1	Bayern Munich
2012	Robert Lewandowski	Sergio Busquets	1	Barcelona
2012	Robert Lewandowski	Sven Ulreich	1	Bayern Munich
2012	Robert Lewandowski	Thomas Muller	2	Bayern Munich
2012	Robert Lewandowski	Toni Kroos	1	Bayern Munich
2012	Robert Lewandowski	Victor Valdes	1	Barcelona
2012	Robert Lewandowski	Xavi Hernandez	1	Barcelona
2012	Roberto Firmino	Steven Gerrard	1	Liverpool
2012	Roberto Firmino	Thiago Alcantara	1	Liverpool
2012	Roberto Firmino	Trent Alexander-Arnold	1	Liverpool
2012	Roberto Firmino	Virgil van Dijk	1	Liverpool
2012	Roberto Firmino	Xabi Alonso	1	Liverpool
2012	Roger Ibanez	Romelu Lukaku	1	AS Roma
2012	Roger Ibanez	Rui Patricio	1	AS Roma
2012	Roger Ibanez	Stephan El Shaarawy	1	AS Roma
2012	Roger Ibanez	Tammy Abraham	1	AS Roma
2012	Romelu Lukaku	Rui Patricio	1	AS Roma
2012	Romelu Lukaku	Stephan El Shaarawy	1	AS Roma
2012	Romelu Lukaku	Tammy Abraham	1	AS Roma
2012	Ronald Araujo	Samuel Eto'o	1	Barcelona
2012	Ronald Araujo	Sergio Busquets	1	Barcelona
2012	Ronald Araujo	Victor Valdes	1	Barcelona
2012	Ronald Araujo	Xavi Hernandez	1	Barcelona
2012	Roy Keane	Ruud van Nistelrooy	1	Manchester United
2012	Roy Keane	Ryan Giggs	1	Manchester United
2012	Roy Keane	Wayne Rooney	1	Manchester United
2012	Rui Patricio	Stephan El Shaarawy	1	AS Roma
2012	Rui Patricio	Tammy Abraham	1	AS Roma
2012	Ruud van Nistelrooy	Ryan Giggs	1	Manchester United
2012	Ruud van Nistelrooy	Wayne Rooney	1	Manchester United
2012	Ryan Giggs	Wayne Rooney	1	Manchester United
2012	Samuel Chukwueze	Sandro Tonali	1	AC Milan
2012	Samuel Chukwueze	Simon Kjær	1	AC Milan
2012	Samuel Chukwueze	Theo Hernandez	1	AC Milan
2012	Samuel Chukwueze	Zlatan Ibrahimović	1	AC Milan
2012	Samuel Eto'o	Sergio Busquets	1	Barcelona
2012	Samuel Eto'o	Victor Valdes	1	Barcelona
2012	Samuel Eto'o	Xavi Hernandez	1	Barcelona
2012	Sandro Tonali	Simon Kjær	1	AC Milan
2012	Sandro Tonali	Theo Hernandez	1	AC Milan
2012	Sandro Tonali	Zlatan Ibrahimović	1	AC Milan
2012	Serge Gnabry	Sven Ulreich	1	Bayern Munich
2012	Serge Gnabry	Thomas Muller	2	Bayern Munich
2012	Serge Gnabry	Toni Kroos	1	Bayern Munich
2012	Sergio Busquets	Victor Valdes	1	Barcelona
2012	Sergio Busquets	Xavi Hernandez	1	Barcelona
2012	Sergio Ramos	Thibaut Courtois	1	Real Madrid
2012	Sergio Ramos	Toni Kroos	1	Real Madrid
2012	Sergio Ramos	Vinicius Junior	1	Real Madrid
2012	Sergio Ramos	Zinedine Zidane	1	Real Madrid
2012	Simon Kjær	Theo Hernandez	1	AC Milan
2012	Simon Kjær	Zlatan Ibrahimović	1	AC Milan
2012	Stephan El Shaarawy	Tammy Abraham	1	AS Roma
2012	Steven Gerrard	Thiago Alcantara	1	Liverpool
2012	Steven Gerrard	Trent Alexander-Arnold	1	Liverpool
2012	Steven Gerrard	Virgil van Dijk	1	Liverpool
2012	Steven Gerrard	Xabi Alonso	1	Liverpool
2012	Sven Ulreich	Thomas Muller	2	Bayern Munich
2012	Sven Ulreich	Toni Kroos	1	Bayern Munich
2012	Theo Hernandez	Zlatan Ibrahimović	1	AC Milan
2012	Thiago Alcantara	Trent Alexander-Arnold	1	Liverpool
2012	Thiago Alcantara	Virgil van Dijk	1	Liverpool
2012	Thiago Alcantara	Xabi Alonso	1	Liverpool
2012	Thibaut Courtois	Toni Kroos	1	Real Madrid
2012	Thibaut Courtois	Vinicius Junior	1	Real Madrid
2012	Thibaut Courtois	Zinedine Zidane	1	Real Madrid
2012	Thomas Muller	Thomas Muller	1	Bayern Munich
2012	Thomas Muller	Toni Kroos	2	Bayern Munich
2012	Tomasz Brzyski	Tomasz Jodłowiec	1	Legia Warszawa
2012	Tomasz Brzyski	Vadis Odjidja-Ofoe	1	Legia Warszawa
2012	Tomasz Brzyski	Yuri Ribeiro	1	Legia Warszawa
2012	Tomasz Jodłowiec	Vadis Odjidja-Ofoe	1	Legia Warszawa
2012	Tomasz Jodłowiec	Yuri Ribeiro	1	Legia Warszawa
2012	Toni Kroos	Vinicius Junior	1	Real Madrid
2012	Toni Kroos	Zinedine Zidane	1	Real Madrid
2012	Trent Alexander-Arnold	Virgil van Dijk	1	Liverpool
2012	Trent Alexander-Arnold	Xabi Alonso	1	Liverpool
2012	Vadis Odjidja-Ofoe	Yuri Ribeiro	1	Legia Warszawa
2012	Victor Valdes	Xavi Hernandez	1	Barcelona
2012	Vinicius Junior	Zinedine Zidane	1	Real Madrid
2012	Virgil van Dijk	Xabi Alonso	1	Liverpool
2013	Alejandro Balde	Andres Iniesta	1	Barcelona
2013	Alejandro Balde	Carles Puyol	1	Barcelona
2013	Alejandro Balde	Dani Alves	1	Barcelona
2013	Alejandro Balde	Frenkie de Jong	1	Barcelona
2013	Alejandro Balde	Gavi	1	Barcelona
2013	Alejandro Balde	Gerard Pique	1	Barcelona
2013	Alejandro Balde	Ilkay Gundogan	1	Barcelona
2013	Alejandro Balde	Inaki Pena	1	Barcelona
2013	Alejandro Balde	Jordi Alba	1	Barcelona
2013	Alejandro Balde	Jules Kounde	1	Barcelona
2013	Alejandro Balde	Lamine Yamal	1	Barcelona
2013	Alejandro Balde	Lionel Messi	1	Barcelona
2013	Alejandro Balde	Luis Suarez	1	Barcelona
2013	Alejandro Balde	Marc-Andre ter Stegen	1	Barcelona
2013	Alejandro Balde	Neymar	1	Barcelona
2013	Alejandro Balde	Pedri	1	Barcelona
2013	Alejandro Balde	Raphinha	1	Barcelona
2013	Alejandro Balde	Robert Lewandowski	1	Barcelona
2013	Alejandro Balde	Ronald Araujo	1	Barcelona
2013	Alejandro Balde	Samuel Eto'o	1	Barcelona
2013	Alejandro Balde	Sergio Busquets	1	Barcelona
2013	Alejandro Balde	Victor Valdes	1	Barcelona
2013	Alejandro Balde	Xavi Hernandez	1	Barcelona
2013	Alessandro Nesta	Andrea Pirlo	1	AC Milan
2013	Alessandro Nesta	Andriy Shevchenko	1	AC Milan
2013	Alessandro Nesta	Brahim Diaz	1	AC Milan
2013	Alessandro Nesta	Cafu	1	AC Milan
2013	Alessandro Nesta	Christian Pulisic	1	AC Milan
2013	Alessandro Nesta	Clarence Seedorf	1	AC Milan
2013	Alessandro Nesta	Davide Calabria	1	AC Milan
2013	Alessandro Nesta	Fikayo Tomori	1	AC Milan
2013	Alessandro Nesta	Filippo Inzaghi	1	AC Milan
2013	Alessandro Nesta	Gennaro Gattuso	1	AC Milan
2013	Alessandro Nesta	Gianluigi Donnarumma	1	AC Milan
2013	Alessandro Nesta	Ismael Bennacer	1	AC Milan
2013	Alessandro Nesta	Kaka	1	AC Milan
2013	Alessandro Nesta	Mike Maignan	1	AC Milan
2013	Alessandro Nesta	Olivier Giroud	1	AC Milan
2013	Alessandro Nesta	Paolo Maldini	1	AC Milan
2013	Alessandro Nesta	Rafael Leao	1	AC Milan
2013	Alessandro Nesta	Samuel Chukwueze	1	AC Milan
2013	Alessandro Nesta	Sandro Tonali	1	AC Milan
2013	Alessandro Nesta	Simon Kjær	1	AC Milan
2013	Alessandro Nesta	Theo Hernandez	1	AC Milan
2013	Alessandro Nesta	Zlatan Ibrahimović	1	AC Milan
2013	Alisson Becker	Caoimhin Kelleher	1	Liverpool
2013	Alisson Becker	Daniel Sturridge	1	Liverpool
2013	Alisson Becker	Dominik Szoboszlai	1	Liverpool
2013	Alisson Becker	Fabinho	1	Liverpool
2013	Alisson Becker	Fernando Torres	1	Liverpool
2013	Alisson Becker	Gini Wijnaldum	1	Liverpool
2013	Alisson Becker	Harvey Elliott	1	Liverpool
2013	Alisson Becker	Ibrahima Konaté	1	Liverpool
2013	Alisson Becker	James Milner	1	Liverpool
2013	Alisson Becker	Jamie Carragher	1	Liverpool
2013	Alisson Becker	Joe Gomez	1	Liverpool
2013	Alisson Becker	Kostas Tsimikas	1	Liverpool
2013	Alisson Becker	Luis Diaz	1	Liverpool
2013	Alisson Becker	Luis Suarez	1	Liverpool
2013	Alisson Becker	Martin Skrtel	1	Liverpool
2013	Alisson Becker	Mohamed Salah	1	Liverpool
2013	Alisson Becker	Sadio Mane	1	Liverpool
2013	Alisson Becker	Sami Hyypia	1	Liverpool
2013	Alisson Becker	Steven Gerrard	1	Liverpool
2013	Alisson Becker	Thiago Alcantara	1	Liverpool
2013	Alisson Becker	Virgil van Dijk	1	Liverpool
2013	Alisson Becker	Xabi Alonso	1	Liverpool
2013	Alphonso Davies	Arjen Robben	1	Bayern Munich
2013	Alphonso Davies	Bastian Schweinsteiger	1	Bayern Munich
2013	Alphonso Davies	David Alaba	1	Bayern Munich
2013	Alphonso Davies	Franck Ribery	1	Bayern Munich
2013	Alphonso Davies	Harry Kane	1	Bayern Munich
2013	Alphonso Davies	Jamal Musiala	1	Bayern Munich
2013	Alphonso Davies	Jerome Boateng	1	Bayern Munich
2013	Alphonso Davies	Kingsley Coman	1	Bayern Munich
2013	Alphonso Davies	Leon Goretzka	1	Bayern Munich
2013	Alphonso Davies	Leroy Sane	1	Bayern Munich
2013	Alphonso Davies	Manuel Neuer	1	Bayern Munich
2013	Alphonso Davies	Mario Mandzukic	1	Bayern Munich
2013	Alphonso Davies	Mats Hummels	1	Bayern Munich
2013	Alphonso Davies	Matthijs de Ligt	1	Bayern Munich
2013	Alphonso Davies	Oliver Kahn	1	Bayern Munich
2013	Alphonso Davies	Philipp Lahm	1	Bayern Munich
2013	Alphonso Davies	Rafinha	1	Bayern Munich
2013	Alphonso Davies	Robert Lewandowski	1	Bayern Munich
2013	Alphonso Davies	Serge Gnabry	1	Bayern Munich
2013	Alphonso Davies	Sven Ulreich	1	Bayern Munich
2013	Alphonso Davies	Thomas Muller	2	Bayern Munich
2013	Alphonso Davies	Toni Kroos	1	Bayern Munich
2013	Andre Onana	Anthony Martial	1	Manchester United
2013	Andre Onana	Bruno Fernandes	1	Manchester United
2013	Andre Onana	Casemiro	1	Manchester United
2013	Andre Onana	Christian Eriksen	1	Manchester United
2013	Andre Onana	Cristiano Ronaldo	1	Manchester United
2013	Andre Onana	David Beckham	1	Manchester United
2013	Andre Onana	David de Gea	1	Manchester United
2013	Andre Onana	Eric Cantona	1	Manchester United
2013	Andre Onana	Gary Neville	1	Manchester United
2013	Andre Onana	Harry Maguire	1	Manchester United
2013	Andre Onana	Lisandro Martinez	1	Manchester United
2013	Andre Onana	Luke Shaw	1	Manchester United
2013	Andre Onana	Marcus Rashford	1	Manchester United
2013	Andre Onana	Nemanja Vidic	1	Manchester United
2013	Andre Onana	Patrice Evra	1	Manchester United
2013	Andre Onana	Paul Scholes	1	Manchester United
2013	Andre Onana	Rasmus Hojlund	1	Manchester United
2013	Andre Onana	Rio Ferdinand	1	Manchester United
2013	Andre Onana	Roy Keane	1	Manchester United
2013	Andre Onana	Ryan Giggs	1	Manchester United
2013	Andrea Pirlo	Andriy Shevchenko	1	AC Milan
2013	Andrea Pirlo	Brahim Diaz	1	AC Milan
2013	Andrea Pirlo	Cafu	1	AC Milan
2013	Andrea Pirlo	Christian Pulisic	1	AC Milan
2013	Andrea Pirlo	Clarence Seedorf	1	AC Milan
2013	Andrea Pirlo	Davide Calabria	1	AC Milan
2013	Andrea Pirlo	Fikayo Tomori	1	AC Milan
2013	Andrea Pirlo	Filippo Inzaghi	1	AC Milan
2013	Andrea Pirlo	Gennaro Gattuso	1	AC Milan
2013	Andrea Pirlo	Gianluigi Donnarumma	1	AC Milan
2013	Andrea Pirlo	Ismael Bennacer	1	AC Milan
2013	Andrea Pirlo	Kaka	1	AC Milan
2013	Andrea Pirlo	Mike Maignan	1	AC Milan
2013	Andrea Pirlo	Olivier Giroud	1	AC Milan
2013	Andrea Pirlo	Paolo Maldini	1	AC Milan
2013	Andrea Pirlo	Rafael Leao	1	AC Milan
2013	Andrea Pirlo	Samuel Chukwueze	1	AC Milan
2013	Andrea Pirlo	Sandro Tonali	1	AC Milan
2013	Andrea Pirlo	Simon Kjær	1	AC Milan
2013	Andrea Pirlo	Theo Hernandez	1	AC Milan
2013	Andrea Pirlo	Zlatan Ibrahimović	1	AC Milan
2013	Andres Iniesta	Carles Puyol	1	Barcelona
2013	Andres Iniesta	Dani Alves	1	Barcelona
2013	Andres Iniesta	Frenkie de Jong	1	Barcelona
2013	Andres Iniesta	Gavi	1	Barcelona
2013	Andres Iniesta	Gerard Pique	1	Barcelona
2013	Andres Iniesta	Ilkay Gundogan	1	Barcelona
2013	Andres Iniesta	Inaki Pena	1	Barcelona
2013	Andres Iniesta	Jordi Alba	1	Barcelona
2013	Andres Iniesta	Jules Kounde	1	Barcelona
2013	Andres Iniesta	Lamine Yamal	1	Barcelona
2013	Andres Iniesta	Lionel Messi	1	Barcelona
2013	Andres Iniesta	Luis Suarez	1	Barcelona
2013	Andres Iniesta	Marc-Andre ter Stegen	1	Barcelona
2013	Andres Iniesta	Neymar	1	Barcelona
2013	Andres Iniesta	Pedri	1	Barcelona
2013	Andres Iniesta	Raphinha	1	Barcelona
2013	Andres Iniesta	Robert Lewandowski	1	Barcelona
2013	Andres Iniesta	Ronald Araujo	1	Barcelona
2013	Andres Iniesta	Samuel Eto'o	1	Barcelona
2013	Andres Iniesta	Sergio Busquets	1	Barcelona
2013	Andres Iniesta	Victor Valdes	1	Barcelona
2013	Andres Iniesta	Xavi Hernandez	1	Barcelona
2013	Andriy Shevchenko	Brahim Diaz	1	AC Milan
2013	Andriy Shevchenko	Cafu	1	AC Milan
2013	Andriy Shevchenko	Christian Pulisic	1	AC Milan
2013	Andriy Shevchenko	Clarence Seedorf	1	AC Milan
2013	Andriy Shevchenko	Davide Calabria	1	AC Milan
2013	Andriy Shevchenko	Fikayo Tomori	1	AC Milan
2013	Andriy Shevchenko	Filippo Inzaghi	1	AC Milan
2013	Andriy Shevchenko	Gennaro Gattuso	1	AC Milan
2013	Andriy Shevchenko	Gianluigi Donnarumma	1	AC Milan
2013	Andriy Shevchenko	Ismael Bennacer	1	AC Milan
2013	Andriy Shevchenko	Kaka	1	AC Milan
2013	Andriy Shevchenko	Mike Maignan	1	AC Milan
2013	Andriy Shevchenko	Olivier Giroud	1	AC Milan
2013	Andriy Shevchenko	Paolo Maldini	1	AC Milan
2013	Andriy Shevchenko	Rafael Leao	1	AC Milan
2013	Andriy Shevchenko	Samuel Chukwueze	1	AC Milan
2013	Andriy Shevchenko	Sandro Tonali	1	AC Milan
2013	Andriy Shevchenko	Simon Kjær	1	AC Milan
2013	Andriy Shevchenko	Theo Hernandez	1	AC Milan
2013	Andriy Shevchenko	Zlatan Ibrahimović	1	AC Milan
2013	Anthony Martial	Bruno Fernandes	1	Manchester United
2013	Anthony Martial	Casemiro	1	Manchester United
2013	Anthony Martial	Christian Eriksen	1	Manchester United
2013	Anthony Martial	Cristiano Ronaldo	1	Manchester United
2013	Anthony Martial	David Beckham	1	Manchester United
2013	Anthony Martial	David de Gea	1	Manchester United
2013	Anthony Martial	Eric Cantona	1	Manchester United
2013	Anthony Martial	Gary Neville	1	Manchester United
2013	Anthony Martial	Harry Maguire	1	Manchester United
2013	Anthony Martial	Lisandro Martinez	1	Manchester United
2013	Anthony Martial	Luke Shaw	1	Manchester United
2013	Anthony Martial	Marcus Rashford	1	Manchester United
2013	Anthony Martial	Nemanja Vidic	1	Manchester United
2013	Anthony Martial	Patrice Evra	1	Manchester United
2013	Anthony Martial	Paul Scholes	1	Manchester United
2013	Anthony Martial	Rasmus Hojlund	1	Manchester United
2013	Anthony Martial	Rio Ferdinand	1	Manchester United
2013	Anthony Martial	Roy Keane	1	Manchester United
2013	Anthony Martial	Ryan Giggs	1	Manchester United
2013	Antonio Rudiger	Casemiro	1	Real Madrid
2013	Antonio Rudiger	Claude Makelele	1	Real Madrid
2013	Antonio Rudiger	Cristiano Ronaldo	1	Real Madrid
2013	Antonio Rudiger	Dani Carvajal	1	Real Madrid
2013	Antonio Rudiger	David Alaba	1	Real Madrid
2013	Antonio Rudiger	Eduardo Camavinga	1	Real Madrid
2013	Antonio Rudiger	Federico Valverde	1	Real Madrid
2013	Antonio Rudiger	Ferland Mendy	1	Real Madrid
2013	Antonio Rudiger	Gareth Bale	1	Real Madrid
2013	Antonio Rudiger	Iker Casillas	1	Real Madrid
2013	Antonio Rudiger	Jude Bellingham	1	Real Madrid
2013	Antonio Rudiger	Karim Benzema	1	Real Madrid
2013	Antonio Rudiger	Keylor Navas	1	Real Madrid
2013	Antonio Rudiger	Kylian Mbappe	1	Real Madrid
2013	Antonio Rudiger	Luka Modric	1	Real Madrid
2013	Antonio Rudiger	Marcelo	1	Real Madrid
2013	Antonio Rudiger	Raphael Varane	1	Real Madrid
2013	Antonio Rudiger	Raul	1	Real Madrid
2013	Antonio Rudiger	Rodrygo	1	Real Madrid
2013	Antonio Rudiger	Sergio Ramos	1	Real Madrid
2013	Antonio Rudiger	Thibaut Courtois	1	Real Madrid
2013	Antonio Rudiger	Toni Kroos	1	Real Madrid
2013	Antonio Rudiger	Vinicius Junior	1	Real Madrid
2013	Antonio Rudiger	Zinedine Zidane	1	Real Madrid
2013	Arjen Robben	Bastian Schweinsteiger	1	Bayern Munich
2013	Arjen Robben	David Alaba	1	Bayern Munich
2013	Arjen Robben	Franck Ribery	1	Bayern Munich
2013	Arjen Robben	Harry Kane	1	Bayern Munich
2013	Arjen Robben	Jamal Musiala	1	Bayern Munich
2013	Arjen Robben	Jerome Boateng	1	Bayern Munich
2013	Arjen Robben	Kingsley Coman	1	Bayern Munich
2013	Arjen Robben	Leon Goretzka	1	Bayern Munich
2013	Arjen Robben	Leroy Sane	1	Bayern Munich
2013	Arjen Robben	Manuel Neuer	1	Bayern Munich
2013	Arjen Robben	Mario Mandzukic	1	Bayern Munich
2013	Arjen Robben	Mats Hummels	1	Bayern Munich
2013	Arjen Robben	Matthijs de Ligt	1	Bayern Munich
2013	Arjen Robben	Oliver Kahn	1	Bayern Munich
2013	Arjen Robben	Philipp Lahm	1	Bayern Munich
2013	Arjen Robben	Rafinha	1	Bayern Munich
2013	Arjen Robben	Robert Lewandowski	1	Bayern Munich
2013	Arjen Robben	Serge Gnabry	1	Bayern Munich
2013	Arjen Robben	Sven Ulreich	1	Bayern Munich
2013	Arjen Robben	Thomas Muller	2	Bayern Munich
2013	Arjen Robben	Toni Kroos	1	Bayern Munich
2013	Artur Boruc	Artur Jędrzejczyk	1	Legia Warszawa
2013	Artur Boruc	Bartosz Bereszyński	1	Legia Warszawa
2013	Artur Boruc	Bartosz Kapustka	1	Legia Warszawa
2013	Artur Boruc	Blaz Kramer	1	Legia Warszawa
2013	Artur Boruc	Carlitos	1	Legia Warszawa
2013	Artur Boruc	Ernest Muçi	1	Legia Warszawa
2013	Artur Boruc	Jakub Rzeźniczak	1	Legia Warszawa
2013	Artur Boruc	Josue	1	Legia Warszawa
2013	Artur Boruc	Kacper Tobiasz	1	Legia Warszawa
2013	Artur Boruc	Krzysztof Mączyński	1	Legia Warszawa
2013	Artur Boruc	Luquinhas	1	Legia Warszawa
2013	Artur Boruc	Maik Nawrocki	1	Legia Warszawa
2013	Artur Boruc	Marc Gual	1	Legia Warszawa
2013	Artur Boruc	Michał Pazdan	1	Legia Warszawa
2013	Artur Boruc	Miroslav Radović	1	Legia Warszawa
2013	Artur Boruc	Nemanja Nikolić	1	Legia Warszawa
2013	Artur Boruc	Radosław Cierzniak	1	Legia Warszawa
2013	Artur Boruc	Tomasz Brzyski	1	Legia Warszawa
2013	Artur Boruc	Tomasz Jodłowiec	1	Legia Warszawa
2013	Artur Boruc	Vadis Odjidja-Ofoe	1	Legia Warszawa
2013	Artur Boruc	Yuri Ribeiro	1	Legia Warszawa
2013	Artur Jędrzejczyk	Bartosz Bereszyński	1	Legia Warszawa
2013	Artur Jędrzejczyk	Bartosz Kapustka	1	Legia Warszawa
2013	Artur Jędrzejczyk	Blaz Kramer	1	Legia Warszawa
2013	Artur Jędrzejczyk	Carlitos	1	Legia Warszawa
2013	Artur Jędrzejczyk	Ernest Muçi	1	Legia Warszawa
2013	Artur Jędrzejczyk	Jakub Rzeźniczak	1	Legia Warszawa
2013	Artur Jędrzejczyk	Josue	1	Legia Warszawa
2013	Artur Jędrzejczyk	Kacper Tobiasz	1	Legia Warszawa
2013	Artur Jędrzejczyk	Krzysztof Mączyński	1	Legia Warszawa
2013	Artur Jędrzejczyk	Luquinhas	1	Legia Warszawa
2013	Artur Jędrzejczyk	Maik Nawrocki	1	Legia Warszawa
2013	Artur Jędrzejczyk	Marc Gual	1	Legia Warszawa
2013	Artur Jędrzejczyk	Michał Pazdan	1	Legia Warszawa
2013	Artur Jędrzejczyk	Miroslav Radović	1	Legia Warszawa
2013	Artur Jędrzejczyk	Nemanja Nikolić	1	Legia Warszawa
2013	Artur Jędrzejczyk	Radosław Cierzniak	1	Legia Warszawa
2013	Artur Jędrzejczyk	Tomasz Brzyski	1	Legia Warszawa
2013	Artur Jędrzejczyk	Tomasz Jodłowiec	1	Legia Warszawa
2013	Artur Jędrzejczyk	Vadis Odjidja-Ofoe	1	Legia Warszawa
2013	Artur Jędrzejczyk	Yuri Ribeiro	1	Legia Warszawa
2013	Bartosz Bereszyński	Bartosz Kapustka	1	Legia Warszawa
2013	Bartosz Bereszyński	Blaz Kramer	1	Legia Warszawa
2013	Bartosz Bereszyński	Carlitos	1	Legia Warszawa
2013	Bartosz Bereszyński	Ernest Muçi	1	Legia Warszawa
2013	Bartosz Bereszyński	Jakub Rzeźniczak	1	Legia Warszawa
2013	Bartosz Bereszyński	Josue	1	Legia Warszawa
2013	Bartosz Bereszyński	Kacper Tobiasz	1	Legia Warszawa
2013	Bartosz Bereszyński	Krzysztof Mączyński	1	Legia Warszawa
2013	Bartosz Bereszyński	Luquinhas	1	Legia Warszawa
2013	Bartosz Bereszyński	Maik Nawrocki	1	Legia Warszawa
2013	Bartosz Bereszyński	Marc Gual	1	Legia Warszawa
2013	Bartosz Bereszyński	Michał Pazdan	1	Legia Warszawa
2013	Bartosz Bereszyński	Miroslav Radović	1	Legia Warszawa
2013	Bartosz Bereszyński	Nemanja Nikolić	1	Legia Warszawa
2013	Bartosz Bereszyński	Radosław Cierzniak	1	Legia Warszawa
2013	Bartosz Bereszyński	Tomasz Brzyski	1	Legia Warszawa
2013	Bartosz Bereszyński	Tomasz Jodłowiec	1	Legia Warszawa
2013	Bartosz Bereszyński	Vadis Odjidja-Ofoe	1	Legia Warszawa
2013	Bartosz Bereszyński	Yuri Ribeiro	1	Legia Warszawa
2013	Bartosz Kapustka	Blaz Kramer	1	Legia Warszawa
2013	Bartosz Kapustka	Carlitos	1	Legia Warszawa
2013	Bartosz Kapustka	Ernest Muçi	1	Legia Warszawa
2013	Bartosz Kapustka	Jakub Rzeźniczak	1	Legia Warszawa
2013	Bartosz Kapustka	Josue	1	Legia Warszawa
2013	Bartosz Kapustka	Kacper Tobiasz	1	Legia Warszawa
2013	Bartosz Kapustka	Krzysztof Mączyński	1	Legia Warszawa
2013	Bartosz Kapustka	Luquinhas	1	Legia Warszawa
2013	Bartosz Kapustka	Maik Nawrocki	1	Legia Warszawa
2013	Bartosz Kapustka	Marc Gual	1	Legia Warszawa
2013	Bartosz Kapustka	Michał Pazdan	1	Legia Warszawa
2013	Bartosz Kapustka	Miroslav Radović	1	Legia Warszawa
2013	Bartosz Kapustka	Nemanja Nikolić	1	Legia Warszawa
2013	Bartosz Kapustka	Radosław Cierzniak	1	Legia Warszawa
2013	Bartosz Kapustka	Tomasz Brzyski	1	Legia Warszawa
2013	Bartosz Kapustka	Tomasz Jodłowiec	1	Legia Warszawa
2013	Bartosz Kapustka	Vadis Odjidja-Ofoe	1	Legia Warszawa
2013	Bartosz Kapustka	Yuri Ribeiro	1	Legia Warszawa
2013	Bastian Schweinsteiger	David Alaba	1	Bayern Munich
2013	Bastian Schweinsteiger	Franck Ribery	1	Bayern Munich
2013	Bastian Schweinsteiger	Harry Kane	1	Bayern Munich
2013	Bastian Schweinsteiger	Jamal Musiala	1	Bayern Munich
2013	Bastian Schweinsteiger	Jerome Boateng	1	Bayern Munich
2013	Bastian Schweinsteiger	Kingsley Coman	1	Bayern Munich
2013	Bastian Schweinsteiger	Leon Goretzka	1	Bayern Munich
2013	Bastian Schweinsteiger	Leroy Sane	1	Bayern Munich
2013	Bastian Schweinsteiger	Manuel Neuer	1	Bayern Munich
2013	Bastian Schweinsteiger	Mario Mandzukic	1	Bayern Munich
2013	Bastian Schweinsteiger	Mats Hummels	1	Bayern Munich
2013	Bastian Schweinsteiger	Matthijs de Ligt	1	Bayern Munich
