# Player co-occurrence graph for 2015
# Format: player1	player2	weight	team
Leroy Sane	Robert Lewandowski	1	Bayern Munich
Leroy Sane	Serge Gnabry	1	Bayern Munich
Leroy Sane	Sven Ulreich	1	Bayern Munich
Leroy Sane	Thomas Muller	2	Bayern Munich
Mario Mandzukic	Matthijs de Ligt	1	Bayern Munich
Mario Mandzukic	Oliver Kahn	1	Bayern Munich
Mario Mandzukic	Philipp Lahm	1	Bayern Munich
Mario Mandzukic	Rafinha	1	Bayern Munich
Mario Mandzukic	Robert Lewandowski	1	Bayern Munich
Mario Mandzukic	Serge Gnabry	1	Bayern Munich
Mario Mandzukic	Sven Ulreich	1	Bayern Munich
Mario Mandzukic	Thomas Muller	2	Bayern Munich
Matthijs de Ligt	Oliver Kahn	1	Bayern Munich
Matthijs de Ligt	Philipp Lahm	1	Bayern Munich
Matthijs de Ligt	Rafinha	1	Bayern Munich
Matthijs de Ligt	Robert Lewandowski	1	Bayern Munich
Matthijs de Ligt	Serge Gnabry	1	Bayern Munich
Matthijs de Ligt	Sven Ulreich	1	Bayern Munich
Matthijs de Ligt	Thomas Muller	2	Bayern Munich
Oliver Kahn	Philipp Lahm	1	Bayern Munich
Oliver Kahn	Rafinha	1	Bayern Munich
Oliver Kahn	Robert Lewandowski	1	Bayern Munich
Oliver Kahn	Serge Gnabry	1	Bayern Munich
Oliver Kahn	Sven Ulreich	1	Bayern Munich
Oliver Kahn	Thomas Muller	2	Bayern Munich
Philipp Lahm	Rafinha	1	Bayern Munich
Philipp Lahm	Robert Lewandowski	1	Bayern Munich
Philipp Lahm	Serge Gnabry	1	Bayern Munich
Philipp Lahm	Sven Ulreich	1	Bayern Munich
Philipp Lahm	Thomas Muller	2	Bayern Munich
Rafinha	Robert Lewandowski	1	Bayern Munich
Rafinha	Serge Gnabry	1	Bayern Munich
Rafinha	Sven Ulreich	1	Bayern Munich
Rafinha	Thomas Muller	2	Bayern Munich
Robert Lewandowski	Serge Gnabry	1	Bayern Munich
Robert Lewandowski	Sven Ulreich	1	Bayern Munich
Robert Lewandowski	Thomas Muller	2	Bayern Munich
Serge Gnabry	Sven Ulreich	1	Bayern Munich
Serge Gnabry	Thomas Muller	2	Bayern Munich
Sven Ulreich	Thomas Muller	2	Bayern Munich
Thomas Muller	Thomas Muller	1	Bayern Munich
Alphonso Davies	Manuel Neuer	1	Bayern Munich
Alphonso Davies	Toni Kroos	1	Bayern Munich
Arjen Robben	Manuel Neuer	1	Bayern Munich
Arjen Robben	Toni Kroos	1	Bayern Munich
David Alaba	Manuel Neuer	1	Bayern Munich
David Alaba	Toni Kroos	1	Bayern Munich
David Alaba	Toni Kroos	1	Real Madrid
Dayot Upamecano	Manuel Neuer	1	Bayern Munich
Dayot Upamecano	Toni Kroos	1	Bayern Munich
Eric Maxim Choupo-Moting	Manuel Neuer	1	Bayern Munich
Eric Maxim Choupo-Moting	Toni Kroos	1	Bayern Munich
Franck Ribery	Manuel Neuer	1	Bayern Munich
Franck Ribery	Toni Kroos	1	Bayern Munich
Harry Kane	Manuel Neuer	1	Bayern Munich
Harry Kane	Toni Kroos	1	Bayern Munich
Jamal Musiala	Manuel Neuer	1	Bayern Munich
Jamal Musiala	Toni Kroos	1	Bayern Munich
Jerome Boateng	Manuel Neuer	1	Bayern Munich
Jerome Boateng	Toni Kroos	1	Bayern Munich
Joshua Kimmich	Manuel Neuer	1	Bayern Munich
Joshua Kimmich	Toni Kroos	1	Bayern Munich
Kingsley Coman	Manuel Neuer	1	Bayern Munich
Kingsley Coman	Toni Kroos	1	Bayern Munich
Leon Goretzka	Manuel Neuer	1	Bayern Munich
Leon Goretzka	Toni Kroos	1	Bayern Munich
Leroy Sane	Manuel Neuer	1	Bayern Munich
Leroy Sane	Toni Kroos	1	Bayern Munich
Manuel Neuer	Mario Mandzukic	1	Bayern Munich
Manuel Neuer	Matthijs de Ligt	1	Bayern Munich
Manuel Neuer	Oliver Kahn	1	Bayern Munich
Manuel Neuer	Philipp Lahm	1	Bayern Munich
Manuel Neuer	Rafinha	1	Bayern Munich
Manuel Neuer	Robert Lewandowski	1	Bayern Munich
Manuel Neuer	Serge Gnabry	1	Bayern Munich
Manuel Neuer	Sven Ulreich	1	Bayern Munich
Manuel Neuer	Thomas Muller	2	Bayern Munich
Manuel Neuer	Toni Kroos	1	Bayern Munich
Mario Mandzukic	Toni Kroos	1	Bayern Munich
Matthijs de Ligt	Toni Kroos	1	Bayern Munich
Oliver Kahn	Toni Kroos	1	Bayern Munich
Philipp Lahm	Toni Kroos	1	Bayern Munich
Rafinha	Toni Kroos	1	Bayern Munich
Robert Lewandowski	Toni Kroos	1	Bayern Munich
Serge Gnabry	Toni Kroos	1	Bayern Munich
Sven Ulreich	Toni Kroos	1	Bayern Munich
Thomas Muller	Toni Kroos	2	Bayern Munich
Artur Jędrzejczyk	Bartosz Bereszyński	1	Legia Warszawa
Artur Jędrzejczyk	Bartosz Kapustka	1	Legia Warszawa
Artur Jędrzejczyk	Blaz Kramer	1	Legia Warszawa
Artur Jędrzejczyk	Carlitos	1	Legia Warszawa
Artur Jędrzejczyk	Ernest Muçi	1	Legia Warszawa
Artur Jędrzejczyk	Jakub Rzeźniczak	1	Legia Warszawa
Artur Jędrzejczyk	Josue	1	Legia Warszawa
Artur Jędrzejczyk	Kacper Tobiasz	1	Legia Warszawa
Artur Jędrzejczyk	Krzysztof Mączyński	1	Legia Warszawa
Artur Jędrzejczyk	Luquinhas	1	Legia Warszawa
Artur Jędrzejczyk	Maik Nawrocki	1	Legia Warszawa
Artur Jędrzejczyk	Marc Gual	1	Legia Warszawa
Artur Jędrzejczyk	Michał Pazdan	1	Legia Warszawa
Artur Jędrzejczyk	Miroslav Radović	1	Legia Warszawa
Artur Jędrzejczyk	Nemanja Nikolić	1	Legia Warszawa
Artur Jędrzejczyk	Radosław Cierzniak	1	Legia Warszawa
Artur Jędrzejczyk	Tomasz Brzyski	1	Legia Warszawa
Artur Jędrzejczyk	Tomasz Jodłowiec	1	Legia Warszawa
Artur Jędrzejczyk	Vadis Odjidja-Ofoe	1	Legia Warszawa
Artur Jędrzejczyk	Yuri Ribeiro	1	Legia Warszawa
Bartosz Bereszyński	Bartosz Kapustka	1	Legia Warszawa
Bartosz Bereszyński	Blaz Kramer	1	Legia Warszawa
Bartosz Bereszyński	Carlitos	1	Legia Warszawa
Bartosz Bereszyński	Ernest Muçi	1	Legia Warszawa
Bartosz Bereszyński	Jakub Rzeźniczak	1	Legia Warszawa
Bartosz Bereszyński	Josue	1	Legia Warszawa
Bartosz Bereszyński	Kacper Tobiasz	1	Legia Warszawa
Bartosz Bereszyński	Krzysztof Mączyński	1	Legia Warszawa
Bartosz Bereszyński	Luquinhas	1	Legia Warszawa
Bartosz Bereszyński	Maik Nawrocki	1	Legia Warszawa
Bartosz Bereszyński	Marc Gual	1	Legia Warszawa
Bartosz Bereszyński	Michał Pazdan	1	Legia Warszawa
Bartosz Bereszyński	Miroslav Radović	1	Legia Warszawa
Bartosz Bereszyński	Nemanja Nikolić	1	Legia Warszawa
Bartosz Bereszyński	Radosław Cierzniak	1	Legia Warszawa
Bartosz Bereszyński	Tomasz Brzyski	1	Legia Warszawa
Bartosz Bereszyński	Tomasz Jodłowiec	1	Legia Warszawa
Bartosz Bereszyński	Vadis Odjidja-Ofoe	1	Legia Warszawa
Bartosz Bereszyński	Yuri Ribeiro	1	Legia Warszawa
Bartosz Kapustka	Blaz Kramer	1	Legia Warszawa
Bartosz Kapustka	Carlitos	1	Legia Warszawa
Bartosz Kapustka	Ernest Muçi	1	Legia Warszawa
Bartosz Kapustka	Jakub Rzeźniczak	1	Legia Warszawa
Bartosz Kapustka	Josue	1	Legia Warszawa
Bartosz Kapustka	Kacper Tobiasz	1	Legia Warszawa
Bartosz Kapustka	Krzysztof Mączyński	1	Legia Warszawa
Bartosz Kapustka	Luquinhas	1	Legia Warszawa
Bartosz Kapustka	Maik Nawrocki	1	Legia Warszawa
Bartosz Kapustka	Marc Gual	1	Legia Warszawa
Bartosz Kapustka	Michał Pazdan	1	Legia Warszawa
Bartosz Kapustka	Miroslav Radović	1	Legia Warszawa
Bartosz Kapustka	Nemanja Nikolić	1	Legia Warszawa
Bartosz Kapustka	Radosław Cierzniak	1	Legia Warszawa
Bartosz Kapustka	Tomasz Brzyski	1	Legia Warszawa
Bartosz Kapustka	Tomasz Jodłowiec	1	Legia Warszawa
Bartosz Kapustka	Vadis Odjidja-Ofoe	1	Legia Warszawa
Bartosz Kapustka	Yuri Ribeiro	1	Legia Warszawa
Blaz Kramer	Carlitos	1	Legia Warszawa
Blaz Kramer	Ernest Muçi	1	Legia Warszawa
Blaz Kramer	Jakub Rzeźniczak	1	Legia Warszawa
Blaz Kramer	Josue	1	Legia Warszawa
Blaz Kramer	Kacper Tobiasz	1	Legia Warszawa
Blaz Kramer	Krzysztof Mączyński	1	Legia Warszawa
Blaz Kramer	Luquinhas	1	Legia Warszawa
Blaz Kramer	Maik Nawrocki	1	Legia Warszawa
Blaz Kramer	Marc Gual	1	Legia Warszawa
Blaz Kramer	Michał Pazdan	1	Legia Warszawa
Blaz Kramer	Miroslav Radović	1	Legia Warszawa
Blaz Kramer	Nemanja Nikolić	1	Legia Warszawa
Blaz Kramer	Radosław Cierzniak	1	Legia Warszawa
Blaz Kramer	Tomasz Brzyski	1	Legia Warszawa
Blaz Kramer	Tomasz Jodłowiec	1	Legia Warszawa
Blaz Kramer	Vadis Odjidja-Ofoe	1	Legia Warszawa
Blaz Kramer	Yuri Ribeiro	1	Legia Warszawa
Carlitos	Ernest Muçi	1	Legia Warszawa
Carlitos	Jakub Rzeźniczak	1	Legia Warszawa
Carlitos	Josue	1	Legia Warszawa
Carlitos	Kacper Tobiasz	1	Legia Warszawa
Carlitos	Krzysztof Mączyński	1	Legia Warszawa
Carlitos	Luquinhas	1	Legia Warszawa
Carlitos	Maik Nawrocki	1	Legia Warszawa
Carlitos	Marc Gual	1	Legia Warszawa
Carlitos	Michał Pazdan	1	Legia Warszawa
Carlitos	Miroslav Radović	1	Legia Warszawa
Carlitos	Nemanja Nikolić	1	Legia Warszawa
Carlitos	Radosław Cierzniak	1	Legia Warszawa
Carlitos	Tomasz Brzyski	1	Legia Warszawa
Carlitos	Tomasz Jodłowiec	1	Legia Warszawa
Carlitos	Vadis Odjidja-Ofoe	1	Legia Warszawa
Carlitos	Yuri Ribeiro	1	Legia Warszawa
Ernest Muçi	Jakub Rzeźniczak	1	Legia Warszawa
Ernest Muçi	Josue	1	Legia Warszawa
Ernest Muçi	Kacper Tobiasz	1	Legia Warszawa
Ernest Muçi	Krzysztof Mączyński	1	Legia Warszawa
Ernest Muçi	Luquinhas	1	Legia Warszawa
Ernest Muçi	Maik Nawrocki	1	Legia Warszawa
Ernest Muçi	Marc Gual	1	Legia Warszawa
Ernest Muçi	Michał Pazdan	1	Legia Warszawa
Ernest Muçi	Miroslav Radović	1	Legia Warszawa
Ernest Muçi	Nemanja Nikolić	1	Legia Warszawa
Ernest Muçi	Radosław Cierzniak	1	Legia Warszawa
Ernest Muçi	Tomasz Brzyski	1	Legia Warszawa
Ernest Muçi	Tomasz Jodłowiec	1	Legia Warszawa
Ernest Muçi	Vadis Odjidja-Ofoe	1	Legia Warszawa
Ernest Muçi	Yuri Ribeiro	1	Legia Warszawa
Jakub Rzeźniczak	Josue	1	Legia Warszawa
Jakub Rzeźniczak	Kacper Tobiasz	1	Legia Warszawa
Jakub Rzeźniczak	Krzysztof Mączyński	1	Legia Warszawa
Jakub Rzeźniczak	Luquinhas	1	Legia Warszawa
Jakub Rzeźniczak	Maik Nawrocki	1	Legia Warszawa
Jakub Rzeźniczak	Marc Gual	1	Legia Warszawa
Jakub Rzeźniczak	Michał Pazdan	1	Legia Warszawa
Jakub Rzeźniczak	Miroslav Radović	1	Legia Warszawa
Jakub Rzeźniczak	Nemanja Nikolić	1	Legia Warszawa
Jakub Rzeźniczak	Radosław Cierzniak	1	Legia Warszawa
Jakub Rzeźniczak	Tomasz Brzyski	1	Legia Warszawa
Jakub Rzeźniczak	Tomasz Jodłowiec	1	Legia Warszawa
Jakub Rzeźniczak	Vadis Odjidja-Ofoe	1	Legia Warszawa
Jakub Rzeźniczak	Yuri Ribeiro	1	Legia Warszawa
Josue	Kacper Tobiasz	1	Legia Warszawa
Josue	Krzysztof Mączyński	1	Legia Warszawa
Josue	Luquinhas	1	Legia Warszawa
Josue	Maik Nawrocki	1	Legia Warszawa
Josue	Marc Gual	1	Legia Warszawa
Josue	Michał Pazdan	1	Legia Warszawa
Josue	Miroslav Radović	1	Legia Warszawa
Josue	Nemanja Nikolić	1	Legia Warszawa
Josue	Radosław Cierzniak	1	Legia Warszawa
Josue	Tomasz Brzyski	1	Legia Warszawa
Josue	Tomasz Jodłowiec	1	Legia Warszawa
Josue	Vadis Odjidja-Ofoe	1	Legia Warszawa
Josue	Yuri Ribeiro	1	Legia Warszawa
Kacper Tobiasz	Krzysztof Mączyński	1	Legia Warszawa
Kacper Tobiasz	Luquinhas	1	Legia Warszawa
Kacper Tobiasz	Maik Nawrocki	1	Legia Warszawa
Kacper Tobiasz	Marc Gual	1	Legia Warszawa
Kacper Tobiasz	Michał Pazdan	1	Legia Warszawa
Kacper Tobiasz	Miroslav Radović	1	Legia Warszawa
Kacper Tobiasz	Nemanja Nikolić	1	Legia Warszawa
Kacper Tobiasz	Radosław Cierzniak	1	Legia Warszawa
Kacper Tobiasz	Tomasz Brzyski	1	Legia Warszawa
Kacper Tobiasz	Tomasz Jodłowiec	1	Legia Warszawa
Kacper Tobiasz	Vadis Odjidja-Ofoe	1	Legia Warszawa
Kacper Tobiasz	Yuri Ribeiro	1	Legia Warszawa
Krzysztof Mączyński	Luquinhas	1	Legia Warszawa
Krzysztof Mączyński	Maik Nawrocki	1	Legia Warszawa
Krzysztof Mączyński	Marc Gual	1	Legia Warszawa
Krzysztof Mączyński	Michał Pazdan	1	Legia Warszawa
Krzysztof Mączyński	Miroslav Radović	1	Legia Warszawa
Krzysztof Mączyński	Nemanja Nikolić	1	Legia Warszawa
Krzysztof Mączyński	Radosław Cierzniak	1	Legia Warszawa
Krzysztof Mączyński	Tomasz Brzyski	1	Legia Warszawa
Krzysztof Mączyński	Tomasz Jodłowiec	1	Legia Warszawa
Krzysztof Mączyński	Vadis Odjidja-Ofoe	1	Legia Warszawa
Krzysztof Mączyński	Yuri Ribeiro	1	Legia Warszawa
Luquinhas	Maik Nawrocki	1	Legia Warszawa
Luquinhas	Marc Gual	1	Legia Warszawa
Luquinhas	Michał Pazdan	1	Legia Warszawa
Luquinhas	Miroslav Radović	1	Legia Warszawa
Luquinhas	Nemanja Nikolić	1	Legia Warszawa
Luquinhas	Radosław Cierzniak	1	Legia Warszawa
Luquinhas	Tomasz Brzyski	1	Legia Warszawa
Luquinhas	Tomasz Jodłowiec	1	Legia Warszawa
Luquinhas	Vadis Odjidja-Ofoe	1	Legia Warszawa
Luquinhas	Yuri Ribeiro	1	Legia Warszawa
Maik Nawrocki	Marc Gual	1	Legia Warszawa
Maik Nawrocki	Michał Pazdan	1	Legia Warszawa
Maik Nawrocki	Miroslav Radović	1	Legia Warszawa
Maik Nawrocki	Nemanja Nikolić	1	Legia Warszawa
Maik Nawrocki	Radosław Cierzniak	1	Legia Warszawa
Maik Nawrocki	Tomasz Brzyski	1	Legia Warszawa
Maik Nawrocki	Tomasz Jodłowiec	1	Legia Warszawa
Maik Nawrocki	Vadis Odjidja-Ofoe	1	Legia Warszawa
Maik Nawrocki	Yuri Ribeiro	1	Legia Warszawa
Marc Gual	Michał Pazdan	1	Legia Warszawa
Marc Gual	Miroslav Radović	1	Legia Warszawa
Marc Gual	Nemanja Nikolić	1	Legia Warszawa
Marc Gual	Radosław Cierzniak	1	Legia Warszawa
Marc Gual	Tomasz Brzyski	1	Legia Warszawa
Marc Gual	Tomasz Jodłowiec	1	Legia Warszawa
Marc Gual	Vadis Odjidja-Ofoe	1	Legia Warszawa
Marc Gual	Yuri Ribeiro	1	Legia Warszawa
Michał Pazdan	Miroslav Radović	1	Legia Warszawa
Michał Pazdan	Nemanja Nikolić	1	Legia Warszawa
Michał Pazdan	Radosław Cierzniak	1	Legia Warszawa
Michał Pazdan	Tomasz Brzyski	1	Legia Warszawa
Michał Pazdan	Tomasz Jodłowiec	1	Legia Warszawa
Michał Pazdan	Vadis Odjidja-Ofoe	1	Legia Warszawa
Michał Pazdan	Yuri Ribeiro	1	Legia Warszawa
Miroslav Radović	Nemanja Nikolić	1	Legia Warszawa
Miroslav Radović	Radosław Cierzniak	1	Legia Warszawa
Miroslav Radović	Tomasz Brzyski	1	Legia Warszawa
Miroslav Radović	Tomasz Jodłowiec	1	Legia Warszawa
Miroslav Radović	Vadis Odjidja-Ofoe	1	Legia Warszawa
Miroslav Radović	Yuri Ribeiro	1	Legia Warszawa
Nemanja Nikolić	Radosław Cierzniak	1	Legia Warszawa
Nemanja Nikolić	Tomasz Brzyski	1	Legia Warszawa
Nemanja Nikolić	Tomasz Jodłowiec	1	Legia Warszawa
Nemanja Nikolić	Vadis Odjidja-Ofoe	1	Legia Warszawa
Nemanja Nikolić	Yuri Ribeiro	1	Legia Warszawa
Radosław Cierzniak	Tomasz Brzyski	1	Legia Warszawa
Radosław Cierzniak	Tomasz Jodłowiec	1	Legia Warszawa
Radosław Cierzniak	Vadis Odjidja-Ofoe	1	Legia Warszawa
Radosław Cierzniak	Yuri Ribeiro	1	Legia Warszawa
Tomasz Brzyski	Tomasz Jodłowiec	1	Legia Warszawa
Tomasz Brzyski	Vadis Odjidja-Ofoe	1	Legia Warszawa
Tomasz Brzyski	Yuri Ribeiro	1	Legia Warszawa
Tomasz Jodłowiec	Vadis Odjidja-Ofoe	1	Legia Warszawa
Tomasz Jodłowiec	Yuri Ribeiro	1	Legia Warszawa
Vadis Odjidja-Ofoe	Yuri Ribeiro	1	Legia Warszawa
Alessandro Nesta	Andrea Pirlo	1	AC Milan
Alessandro Nesta	Brahim Diaz	1	AC Milan
Alessandro Nesta	Cafu	1	AC Milan
Alessandro Nesta	Christian Pulisic	1	AC Milan
Alessandro Nesta	Clarence Seedorf	1	AC Milan
Alessandro Nesta	Davide Calabria	1	AC Milan
Alessandro Nesta	Fikayo Tomori	1	AC Milan
Alessandro Nesta	Filippo Inzaghi	1	AC Milan
Alessandro Nesta	Gennaro Gattuso	1	AC Milan
Alessandro Nesta	Gianluigi Donnarumma	1	AC Milan
Alessandro Nesta	Ismael Bennacer	1	AC Milan
Alessandro Nesta	Kaka	1	AC Milan
Alessandro Nesta	Mike Maignan	1	AC Milan
Alessandro Nesta	Olivier Giroud	1	AC Milan
Alessandro Nesta	Paolo Maldini	1	AC Milan
Alessandro Nesta	Rafael Leao	1	AC Milan
Alessandro Nesta	Samuel Chukwueze	1	AC Milan
Alessandro Nesta	Sandro Tonali	1	AC Milan
Alessandro Nesta	Simon Kjær	1	AC Milan
Alessandro Nesta	Theo Hernandez	1	AC Milan
Alessandro Nesta	Zlatan Ibrahimović	1	AC Milan
Andrea Pirlo	Brahim Diaz	1	AC Milan
Andrea Pirlo	Cafu	1	AC Milan
Andrea Pirlo	Christian Pulisic	1	AC Milan
Andrea Pirlo	Clarence Seedorf	1	AC Milan
Andrea Pirlo	Davide Calabria	1	AC Milan
Andrea Pirlo	Fikayo Tomori	1	AC Milan
Andrea Pirlo	Filippo Inzaghi	1	AC Milan
Andrea Pirlo	Gennaro Gattuso	1	AC Milan
Andrea Pirlo	Gianluigi Donnarumma	1	AC Milan
Andrea Pirlo	Ismael Bennacer	1	AC Milan
Andrea Pirlo	Kaka	1	AC Milan
Andrea Pirlo	Mike Maignan	1	AC Milan
Andrea Pirlo	Olivier Giroud	1	AC Milan
Andrea Pirlo	Paolo Maldini	1	AC Milan
Andrea Pirlo	Rafael Leao	1	AC Milan
Andrea Pirlo	Samuel Chukwueze	1	AC Milan
Andrea Pirlo	Sandro Tonali	1	AC Milan
Andrea Pirlo	Simon Kjær	1	AC Milan
Andrea Pirlo	Theo Hernandez	1	AC Milan
Andrea Pirlo	Zlatan Ibrahimović	1	AC Milan
Brahim Diaz	Cafu	1	AC Milan
Brahim Diaz	Christian Pulisic	1	AC Milan
Brahim Diaz	Clarence Seedorf	1	AC Milan
Brahim Diaz	Davide Calabria	1	AC Milan
Brahim Diaz	Fikayo Tomori	1	AC Milan
Brahim Diaz	Filippo Inzaghi	1	AC Milan
Brahim Diaz	Gennaro Gattuso	1	AC Milan
Brahim Diaz	Gianluigi Donnarumma	1	AC Milan
Brahim Diaz	Ismael Bennacer	1	AC Milan
Brahim Diaz	Kaka	1	AC Milan
Brahim Diaz	Mike Maignan	1	AC Milan
Brahim Diaz	Olivier Giroud	1	AC Milan
Brahim Diaz	Paolo Maldini	1	AC Milan
Brahim Diaz	Rafael Leao	1	AC Milan
Brahim Diaz	Samuel Chukwueze	1	AC Milan
Brahim Diaz	Sandro Tonali	1	AC Milan
Brahim Diaz	Simon Kjær	1	AC Milan
Brahim Diaz	Theo Hernandez	1	AC Milan
Brahim Diaz	Zlatan Ibrahimović	1	AC Milan
Cafu	Christian Pulisic	1	AC Milan
Cafu	Clarence Seedorf	1	AC Milan
Cafu	Davide Calabria	1	AC Milan
Cafu	Fikayo Tomori	1	AC Milan
Cafu	Filippo Inzaghi	1	AC Milan
Cafu	Gennaro Gattuso	1	AC Milan
Cafu	Gianluigi Donnarumma	1	AC Milan
Cafu	Ismael Bennacer	1	AC Milan
Cafu	Kaka	1	AC Milan
Cafu	Mike Maignan	1	AC Milan
Cafu	Olivier Giroud	1	AC Milan
Cafu	Paolo Maldini	1	AC Milan
Cafu	Rafael Leao	1	AC Milan
Cafu	Samuel Chukwueze	1	AC Milan
Cafu	Sandro Tonali	1	AC Milan
Cafu	Simon Kjær	1	AC Milan
Cafu	Theo Hernandez	1	AC Milan
Cafu	Zlatan Ibrahimović	1	AC Milan
Christian Pulisic	Clarence Seedorf	1	AC Milan
Christian Pulisic	Davide Calabria	1	AC Milan
Christian Pulisic	Fikayo Tomori	1	AC Milan
Christian Pulisic	Filippo Inzaghi	1	AC Milan
Christian Pulisic	Gennaro Gattuso	1	AC Milan
Christian Pulisic	Gianluigi Donnarumma	1	AC Milan
Christian Pulisic	Ismael Bennacer	1	AC Milan
Christian Pulisic	Kaka	1	AC Milan
Christian Pulisic	Mike Maignan	1	AC Milan
Christian Pulisic	Olivier Giroud	1	AC Milan
Christian Pulisic	Paolo Maldini	1	AC Milan
Christian Pulisic	Rafael Leao	1	AC Milan
Christian Pulisic	Samuel Chukwueze	1	AC Milan
Christian Pulisic	Sandro Tonali	1	AC Milan
Christian Pulisic	Simon Kjær	1	AC Milan
Christian Pulisic	Theo Hernandez	1	AC Milan
Christian Pulisic	Zlatan Ibrahimović	1	AC Milan
Clarence Seedorf	Davide Calabria	1	AC Milan
Clarence Seedorf	Fikayo Tomori	1	AC Milan
Clarence Seedorf	Filippo Inzaghi	1	AC Milan
Clarence Seedorf	Gennaro Gattuso	1	AC Milan
Clarence Seedorf	Gianluigi Donnarumma	1	AC Milan
Clarence Seedorf	Ismael Bennacer	1	AC Milan
Clarence Seedorf	Kaka	1	AC Milan
Clarence Seedorf	Mike Maignan	1	AC Milan
Clarence Seedorf	Olivier Giroud	1	AC Milan
Clarence Seedorf	Paolo Maldini	1	AC Milan
Clarence Seedorf	Rafael Leao	1	AC Milan
Clarence Seedorf	Samuel Chukwueze	1	AC Milan
Clarence Seedorf	Sandro Tonali	1	AC Milan
Clarence Seedorf	Simon Kjær	1	AC Milan
Clarence Seedorf	Theo Hernandez	1	AC Milan
Clarence Seedorf	Zlatan Ibrahimović	1	AC Milan
Davide Calabria	Fikayo Tomori	1	AC Milan
Davide Calabria	Filippo Inzaghi	1	AC Milan
Davide Calabria	Gennaro Gattuso	1	AC Milan
Davide Calabria	Gianluigi Donnarumma	1	AC Milan
Davide Calabria	Ismael Bennacer	1	AC Milan
Davide Calabria	Kaka	1	AC Milan
Davide Calabria	Mike Maignan	1	AC Milan
Davide Calabria	Olivier Giroud	1	AC Milan
Davide Calabria	Paolo Maldini	1	AC Milan
Davide Calabria	Rafael Leao	1	AC Milan
Davide Calabria	Samuel Chukwueze	1	AC Milan
Davide Calabria	Sandro Tonali	1	AC Milan
Davide Calabria	Simon Kjær	1	AC Milan
Davide Calabria	Theo Hernandez	1	AC Milan
Davide Calabria	Zlatan Ibrahimović	1	AC Milan
Fikayo Tomori	Filippo Inzaghi	1	AC Milan
Fikayo Tomori	Gennaro Gattuso	1	AC Milan
Fikayo Tomori	Gianluigi Donnarumma	1	AC Milan
Fikayo Tomori	Ismael Bennacer	1	AC Milan
Fikayo Tomori	Kaka	1	AC Milan
Fikayo Tomori	Mike Maignan	1	AC Milan
Fikayo Tomori	Olivier Giroud	1	AC Milan
Fikayo Tomori	Paolo Maldini	1	AC Milan
Fikayo Tomori	Rafael Leao	1	AC Milan
Fikayo Tomori	Samuel Chukwueze	1	AC Milan
Fikayo Tomori	Sandro Tonali	1	AC Milan
Fikayo Tomori	Simon Kjær	1	AC Milan
Fikayo Tomori	Theo Hernandez	1	AC Milan
Fikayo Tomori	Zlatan Ibrahimović	1	AC Milan
Filippo Inzaghi	Gennaro Gattuso	1	AC Milan
Filippo Inzaghi	Gianluigi Donnarumma	1	AC Milan
Filippo Inzaghi	Ismael Bennacer	1	AC Milan
Filippo Inzaghi	Kaka	1	AC Milan
Filippo Inzaghi	Mike Maignan	1	AC Milan
Filippo Inzaghi	Olivier Giroud	1	AC Milan
Filippo Inzaghi	Paolo Maldini	1	AC Milan
Filippo Inzaghi	Rafael Leao	1	AC Milan
Filippo Inzaghi	Samuel Chukwueze	1	AC Milan
Filippo Inzaghi	Sandro Tonali	1	AC Milan
Filippo Inzaghi	Simon Kjær	1	AC Milan
Filippo Inzaghi	Theo Hernandez	1	AC Milan
Filippo Inzaghi	Zlatan Ibrahimović	1	AC Milan
Gennaro Gattuso	Gianluigi Donnarumma	1	AC Milan
Gennaro Gattuso	Ismael Bennacer	1	AC Milan
Gennaro Gattuso	Kaka	1	AC Milan
Gennaro Gattuso	Mike Maignan	1	AC Milan
Gennaro Gattuso	Olivier Giroud	1	AC Milan
Gennaro Gattuso	Paolo Maldini	1	AC Milan
Gennaro Gattuso	Rafael Leao	1	AC Milan
Gennaro Gattuso	Samuel Chukwueze	1	AC Milan
Gennaro Gattuso	Sandro Tonali	1	AC Milan
Gennaro Gattuso	Simon Kjær	1	AC Milan
Gennaro Gattuso	Theo Hernandez	1	AC Milan
Gennaro Gattuso	Zlatan Ibrahimović	1	AC Milan
Gianluigi Donnarumma	Ismael Bennacer	1	AC Milan
Gianluigi Donnarumma	Kaka	1	AC Milan
Gianluigi Donnarumma	Mike Maignan	1	AC Milan
Gianluigi Donnarumma	Olivier Giroud	1	AC Milan
Gianluigi Donnarumma	Paolo Maldini	1	AC Milan
Gianluigi Donnarumma	Rafael Leao	1	AC Milan
Gianluigi Donnarumma	Samuel Chukwueze	1	AC Milan
Gianluigi Donnarumma	Sandro Tonali	1	AC Milan
Gianluigi Donnarumma	Simon Kjær	1	AC Milan
Gianluigi Donnarumma	Theo Hernandez	1	AC Milan
Gianluigi Donnarumma	Zlatan Ibrahimović	1	AC Milan
Ismael Bennacer	Kaka	1	AC Milan
Ismael Bennacer	Mike Maignan	1	AC Milan
Ismael Bennacer	Olivier Giroud	1	AC Milan
Ismael Bennacer	Paolo Maldini	1	AC Milan
Ismael Bennacer	Rafael Leao	1	AC Milan
Ismael Bennacer	Samuel Chukwueze	1	AC Milan
Ismael Bennacer	Sandro Tonali	1	AC Milan
Ismael Bennacer	Simon Kjær	1	AC Milan
