# Player co-occurrence graph for Barcelona
# Format: player1	player2	total_weight	seasons
Luis Suarez	Ronald Araujo	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
Luis Suarez	Samuel Eto'o	9	[2010,2012,2013,2015,2017,2019,2020,2022,2024]
Luis Suarez	Sergio Busquets	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
Luis Suarez	Victor Valdes	9	[2010,2012,2013,2015,2017,2019,2020,2021,2022]
Luis Suarez	Xavi Hernandez	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
Marc-Andre ter Stegen	Neymar	11	[2010,2011,2012,2013,2014,2015,2016,2017,2020,2021,2024]
Marc-Andre ter Stegen	Pedri	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Marc-Andre ter Stegen	Raphinha	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2021,2022,2023,2024]
Marc-Andre ter Stegen	Robert Lewandowski	12	[2010,2012,2013,2014,2015,2017,2018,2020,2021,2022,2023,2024]
Marc-Andre ter Stegen	Ronald Araujo	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Marc-Andre ter Stegen	Samuel Eto'o	12	[2010,2011,2012,2013,2015,2016,2017,2018,2020,2022,2023,2024]
Marc-Andre ter Stegen	Sergio Busquets	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Marc-Andre ter Stegen	Victor Valdes	12	[2010,2011,2012,2013,2015,2016,2017,2018,2020,2021,2022,2023]
Marc-Andre ter Stegen	Xavi Hernandez	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Neymar	Pedri	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Neymar	Raphinha	11	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2021,2024]
Neymar	Robert Lewandowski	10	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2024]
Neymar	Ronald Araujo	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Neymar	Samuel Eto'o	10	[2010,2011,2012,2013,2015,2016,2017,2019,2020,2024]
Neymar	Sergio Busquets	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Neymar	Victor Valdes	10	[2010,2011,2012,2013,2015,2016,2017,2019,2020,2021]
Neymar	Xavi Hernandez	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Pedri	Raphinha	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Pedri	Robert Lewandowski	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Pedri	Ronald Araujo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Pedri	Samuel Eto'o	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Pedri	Sergio Busquets	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Pedri	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Pedri	Xavi Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Raphinha	Robert Lewandowski	12	[2010,2012,2013,2014,2015,2017,2018,2019,2021,2022,2023,2024]
Raphinha	Ronald Araujo	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Raphinha	Samuel Eto'o	12	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2022,2023,2024]
Raphinha	Sergio Busquets	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Raphinha	Victor Valdes	12	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2021,2022,2023]
Raphinha	Xavi Hernandez	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Robert Lewandowski	Ronald Araujo	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Robert Lewandowski	Samuel Eto'o	11	[2010,2012,2013,2015,2017,2018,2019,2020,2022,2023,2024]
Robert Lewandowski	Sergio Busquets	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Robert Lewandowski	Victor Valdes	11	[2010,2012,2013,2015,2017,2018,2019,2020,2021,2022,2023]
Robert Lewandowski	Xavi Hernandez	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Ronald Araujo	Samuel Eto'o	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Ronald Araujo	Sergio Busquets	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ronald Araujo	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Ronald Araujo	Xavi Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Samuel Eto'o	Sergio Busquets	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Samuel Eto'o	Victor Valdes	12	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023]
Samuel Eto'o	Xavi Hernandez	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Sergio Busquets	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Sergio Busquets	Xavi Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Victor Valdes	Xavi Hernandez	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
