# Player co-occurrence graph for Liverpool
# Format: player1	player2	total_weight	seasons
Luis Diaz	Xabi Alonso	11	[2010,2013,2014,2015,2016,2018,2020,2021,2022,2023,2024]
Martin Skrtel	Mohamed Salah	11	[2010,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023]
Martin Skrtel	Roberto Firmino	8	[2010,2014,2015,2016,2017,2018,2019,2021]
Martin Skrtel	Sami Hyypia	9	[2010,2013,2015,2016,2019,2020,2021,2022,2023]
Martin Skrtel	Steven Gerrard	11	[2010,2011,2013,2014,2015,2016,2018,2019,2021,2022,2023]
Martin Skrtel	Thiago Alcantara	13	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Martin Skrtel	Trent Alexander-Arnold	9	[2010,2014,2015,2016,2017,2018,2021,2022,2023]
Martin Skrtel	Virgil van Dijk	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023]
Martin Skrtel	Xabi Alonso	13	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Mohamed Salah	Roberto Firmino	9	[2010,2012,2014,2015,2016,2017,2018,2021,2024]
Mohamed Salah	Sami Hyypia	9	[2010,2013,2015,2016,2020,2021,2022,2023,2024]
Mohamed Salah	Steven Gerrard	11	[2010,2012,2013,2014,2015,2016,2018,2021,2022,2023,2024]
Mohamed Salah	Thiago Alcantara	13	[2010,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Mohamed Salah	Trent Alexander-Arnold	11	[2010,2012,2014,2015,2016,2017,2018,2021,2022,2023,2024]
Mohamed Salah	Virgil van Dijk	11	[2010,2012,2013,2014,2015,2016,2017,2018,2021,2022,2023]
Mohamed Salah	Xabi Alonso	13	[2010,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Roberto Firmino	Sami Hyypia	6	[2010,2015,2016,2019,2021,2024]
Roberto Firmino	Steven Gerrard	9	[2010,2012,2014,2015,2016,2018,2019,2021,2024]
Roberto Firmino	Thiago Alcantara	10	[2010,2012,2014,2015,2016,2017,2018,2019,2021,2024]
Roberto Firmino	Trent Alexander-Arnold	9	[2010,2012,2014,2015,2016,2017,2018,2021,2024]
Roberto Firmino	Virgil van Dijk	9	[2010,2012,2014,2015,2016,2017,2018,2019,2021]
Roberto Firmino	Xabi Alonso	10	[2010,2012,2014,2015,2016,2017,2018,2019,2021,2024]
Sami Hyypia	Steven Gerrard	9	[2010,2013,2015,2016,2019,2021,2022,2023,2024]
Sami Hyypia	Thiago Alcantara	10	[2010,2013,2015,2016,2019,2020,2021,2022,2023,2024]
Sami Hyypia	Trent Alexander-Arnold	7	[2010,2015,2016,2021,2022,2023,2024]
Sami Hyypia	Virgil van Dijk	8	[2010,2013,2015,2016,2019,2021,2022,2023]
Sami Hyypia	Xabi Alonso	10	[2010,2013,2015,2016,2019,2020,2021,2022,2023,2024]
Steven Gerrard	Thiago Alcantara	13	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2021,2022,2023,2024]
Steven Gerrard	Trent Alexander-Arnold	10	[2010,2012,2014,2015,2016,2018,2021,2022,2023,2024]
Steven Gerrard	Virgil van Dijk	12	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2021,2022,2023]
Steven Gerrard	Xabi Alonso	13	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2021,2022,2023,2024]
Thiago Alcantara	Trent Alexander-Arnold	11	[2010,2012,2014,2015,2016,2017,2018,2021,2022,2023,2024]
Thiago Alcantara	Virgil van Dijk	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023]
Thiago Alcantara	Xabi Alonso	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Trent Alexander-Arnold	Virgil van Dijk	10	[2010,2012,2014,2015,2016,2017,2018,2021,2022,2023]
Trent Alexander-Arnold	Xabi Alonso	11	[2010,2012,2014,2015,2016,2017,2018,2021,2022,2023,2024]
Virgil van Dijk	Xabi Alonso	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023]
Adrian San Miguel	Caoimhin Kelleher	10	[2011,2012,2014,2015,2016,2018,2019,2020,2021,2022]
Adrian San Miguel	Cody Gakpo	5	[2011,2015,2018,2019,2024]
Adrian San Miguel	Daniel Agger	8	[2011,2012,2014,2015,2018,2019,2020,2024]
Adrian San Miguel	Harvey Elliott	11	[2011,2012,2014,2015,2016,2018,2019,2020,2021,2022,2024]
Adrian San Miguel	Jordan Henderson	11	[2011,2012,2014,2015,2016,2018,2019,2020,2021,2022,2024]
Adrian San Miguel	Sadio Mane	9	[2011,2014,2015,2016,2018,2020,2021,2022,2024]
Alexis Mac Allister	Caoimhin Kelleher	10	[2011,2012,2014,2015,2016,2018,2019,2020,2021,2023]
Alexis Mac Allister	Cody Gakpo	5	[2011,2015,2018,2019,2024]
Alexis Mac Allister	Daniel Agger	8	[2011,2012,2014,2015,2018,2019,2020,2024]
Alexis Mac Allister	Harvey Elliott	11	[2011,2012,2014,2015,2016,2018,2019,2020,2021,2023,2024]
Alexis Mac Allister	Jordan Henderson	11	[2011,2012,2014,2015,2016,2018,2019,2020,2021,2023,2024]
Alexis Mac Allister	Sadio Mane	9	[2011,2014,2015,2016,2018,2020,2021,2023,2024]
Andrew Robertson	Caoimhin Kelleher	7	[2011,2012,2014,2016,2017,2018,2023]
Andrew Robertson	Cody Gakpo	4	[2011,2017,2018,2024]
Andrew Robertson	Daniel Agger	6	[2011,2012,2014,2017,2018,2024]
Andrew Robertson	Harvey Elliott	8	[2011,2012,2014,2016,2017,2018,2023,2024]
Andrew Robertson	Jordan Henderson	8	[2011,2012,2014,2016,2017,2018,2023,2024]
Andrew Robertson	Sadio Mane	7	[2011,2014,2016,2017,2018,2023,2024]
Caoimhin Kelleher	Cody Gakpo	5	[2011,2015,2017,2018,2019]
Caoimhin Kelleher	Daniel Agger	8	[2011,2012,2014,2015,2017,2018,2019,2020]
Caoimhin Kelleher	Daniel Sturridge	9	[2011,2012,2013,2015,2016,2017,2020,2021,2023]
Caoimhin Kelleher	Darwin Nunez	6	[2011,2012,2016,2019,2020,2022]
Caoimhin Kelleher	Diogo Jota	4	[2011,2014,2021,2023]
Caoimhin Kelleher	Dominik Szoboszlai	10	[2011,2012,2013,2014,2017,2018,2019,2020,2021,2023]
Caoimhin Kelleher	Fabinho	13	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Caoimhin Kelleher	Fernando Torres	8	[2011,2013,2014,2015,2017,2018,2019,2021]
Caoimhin Kelleher	Gini Wijnaldum	12	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023]
Caoimhin Kelleher	Harvey Elliott	13	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Caoimhin Kelleher	Ibrahima Konaté	11	[2011,2012,2013,2014,2016,2017,2019,2020,2021,2022,2023]
Caoimhin Kelleher	James Milner	12	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023]
Caoimhin Kelleher	Joe Gomez	10	[2011,2013,2014,2015,2016,2017,2019,2021,2022,2023]
Caoimhin Kelleher	Joel Matip	8	[2011,2012,2016,2018,2019,2020,2021,2022]
Caoimhin Kelleher	Jordan Henderson	12	[2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Caoimhin Kelleher	Martin Skrtel	12	[2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Caoimhin Kelleher	Sadio Mane	11	[2011,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023]
Caoimhin Kelleher	Steven Gerrard	11	[2011,2012,2013,2014,2015,2016,2018,2019,2021,2022,2023]
Caoimhin Kelleher	Thiago Alcantara	13	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Caoimhin Kelleher	Virgil van Dijk	12	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023]
Caoimhin Kelleher	Xabi Alonso	13	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Cody Gakpo	Daniel Agger	6	[2011,2015,2017,2018,2019,2024]
Cody Gakpo	Daniel Sturridge	4	[2011,2015,2017,2024]
Cody Gakpo	Darwin Nunez	3	[2011,2019,2024]
Cody Gakpo	Diogo Jota	1	[2011]
Cody Gakpo	Dominik Szoboszlai	5	[2011,2017,2018,2019,2024]
Cody Gakpo	Fabinho	6	[2011,2015,2017,2018,2019,2024]
Cody Gakpo	Fernando Torres	5	[2011,2015,2017,2018,2019]
Cody Gakpo	Gini Wijnaldum	6	[2011,2015,2017,2018,2019,2024]
Cody Gakpo	Harvey Elliott	6	[2011,2015,2017,2018,2019,2024]
Cody Gakpo	Ibrahima Konaté	4	[2011,2017,2019,2024]
Cody Gakpo	James Milner	5	[2011,2015,2017,2018,2019]
Cody Gakpo	Joe Gomez	5	[2011,2015,2017,2019,2024]
Cody Gakpo	Joel Matip	4	[2011,2018,2019,2024]
Cody Gakpo	Jordan Henderson	6	[2011,2015,2017,2018,2019,2024]
Cody Gakpo	Martin Skrtel	5	[2011,2015,2017,2018,2019]
Cody Gakpo	Sadio Mane	5	[2011,2015,2017,2018,2024]
Cody Gakpo	Steven Gerrard	5	[2011,2015,2018,2019,2024]
Cody Gakpo	Thiago Alcantara	6	[2011,2015,2017,2018,2019,2024]
Cody Gakpo	Virgil van Dijk	5	[2011,2015,2017,2018,2019]
Cody Gakpo	Xabi Alonso	6	[2011,2015,2017,2018,2019,2024]
Daniel Agger	Daniel Sturridge	6	[2011,2012,2015,2017,2020,2024]
Daniel Agger	Darwin Nunez	5	[2011,2012,2019,2020,2024]
Daniel Agger	Diogo Jota	2	[2011,2014]
Daniel Agger	Dominik Szoboszlai	8	[2011,2012,2014,2017,2018,2019,2020,2024]
Daniel Agger	Fabinho	9	[2011,2012,2014,2015,2017,2018,2019,2020,2024]
Daniel Agger	Fernando Torres	6	[2011,2014,2015,2017,2018,2019]
Daniel Agger	Gini Wijnaldum	9	[2011,2012,2014,2015,2017,2018,2019,2020,2024]
Daniel Agger	Harvey Elliott	9	[2011,2012,2014,2015,2017,2018,2019,2020,2024]
Daniel Agger	Ibrahima Konaté	7	[2011,2012,2014,2017,2019,2020,2024]
Daniel Agger	James Milner	8	[2011,2012,2014,2015,2017,2018,2019,2020]
Daniel Agger	Joe Gomez	6	[2011,2014,2015,2017,2019,2024]
Daniel Agger	Joel Matip	6	[2011,2012,2018,2019,2020,2024]
Daniel Agger	Jordan Henderson	9	[2011,2012,2014,2015,2017,2018,2019,2020,2024]
Daniel Agger	Martin Skrtel	7	[2011,2014,2015,2017,2018,2019,2020]
Daniel Agger	Sadio Mane	7	[2011,2014,2015,2017,2018,2020,2024]
Daniel Agger	Steven Gerrard	7	[2011,2012,2014,2015,2018,2019,2024]
Daniel Agger	Thiago Alcantara	9	[2011,2012,2014,2015,2017,2018,2019,2020,2024]
Daniel Agger	Virgil van Dijk	7	[2011,2012,2014,2015,2017,2018,2019]
Daniel Agger	Xabi Alonso	9	[2011,2012,2014,2015,2017,2018,2019,2020,2024]
Daniel Sturridge	Harvey Elliott	10	[2011,2012,2013,2015,2016,2017,2020,2021,2023,2024]
Daniel Sturridge	Jordan Henderson	9	[2011,2012,2015,2016,2017,2020,2021,2023,2024]
Daniel Sturridge	Sadio Mane	9	[2011,2013,2015,2016,2017,2020,2021,2023,2024]
Darwin Nunez	Harvey Elliott	7	[2011,2012,2016,2019,2020,2022,2024]
Darwin Nunez	Jordan Henderson	7	[2011,2012,2016,2019,2020,2022,2024]
Darwin Nunez	Sadio Mane	5	[2011,2016,2020,2022,2024]
Diogo Jota	Harvey Elliott	4	[2011,2014,2021,2023]
Diogo Jota	Jordan Henderson	4	[2011,2014,2021,2023]
Diogo Jota	Sadio Mane	4	[2011,2014,2021,2023]
Dominik Szoboszlai	Harvey Elliott	11	[2011,2012,2013,2014,2017,2018,2019,2020,2021,2023,2024]
Dominik Szoboszlai	Jordan Henderson	10	[2011,2012,2014,2017,2018,2019,2020,2021,2023,2024]
Dominik Szoboszlai	Sadio Mane	9	[2011,2013,2014,2017,2018,2020,2021,2023,2024]
Fabinho	Harvey Elliott	14	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fabinho	Jordan Henderson	13	[2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fabinho	Sadio Mane	12	[2011,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Fernando Torres	Harvey Elliott	8	[2011,2013,2014,2015,2017,2018,2019,2021]
Fernando Torres	Jordan Henderson	7	[2011,2014,2015,2017,2018,2019,2021]
Fernando Torres	Sadio Mane	7	[2011,2013,2014,2015,2017,2018,2021]
Gini Wijnaldum	Harvey Elliott	13	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gini Wijnaldum	Jordan Henderson	12	[2011,2012,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gini Wijnaldum	Sadio Mane	11	[2011,2013,2014,2015,2016,2017,2018,2020,2022,2023,2024]
Harvey Elliott	Ibrahima Konaté	12	[2011,2012,2013,2014,2016,2017,2019,2020,2021,2022,2023,2024]
Harvey Elliott	James Milner	12	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023]
Harvey Elliott	Joe Gomez	11	[2011,2013,2014,2015,2016,2017,2019,2021,2022,2023,2024]
Harvey Elliott	Joel Matip	9	[2011,2012,2016,2018,2019,2020,2021,2022,2024]
Harvey Elliott	Jordan Henderson	13	[2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Harvey Elliott	Martin Skrtel	12	[2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Harvey Elliott	Sadio Mane	12	[2011,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Harvey Elliott	Steven Gerrard	12	[2011,2012,2013,2014,2015,2016,2018,2019,2021,2022,2023,2024]
Harvey Elliott	Thiago Alcantara	14	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Harvey Elliott	Virgil van Dijk	12	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023]
Harvey Elliott	Xabi Alonso	14	[2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ibrahima Konaté	Jordan Henderson	11	[2011,2012,2014,2016,2017,2019,2020,2021,2022,2023,2024]
Ibrahima Konaté	Sadio Mane	10	[2011,2013,2014,2016,2017,2020,2021,2022,2023,2024]
James Milner	Jordan Henderson	11	[2011,2012,2014,2015,2016,2017,2018,2019,2020,2022,2023]
James Milner	Sadio Mane	10	[2011,2013,2014,2015,2016,2017,2018,2020,2022,2023]
Joe Gomez	Jordan Henderson	10	[2011,2014,2015,2016,2017,2019,2021,2022,2023,2024]
Joe Gomez	Sadio Mane	10	[2011,2013,2014,2015,2016,2017,2021,2022,2023,2024]
Joel Matip	Jordan Henderson	9	[2011,2012,2016,2018,2019,2020,2021,2022,2024]
Joel Matip	Sadio Mane	7	[2011,2016,2018,2020,2021,2022,2024]
Jordan Henderson	Martin Skrtel	11	[2011,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Jordan Henderson	Sadio Mane	11	[2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Jordan Henderson	Steven Gerrard	11	[2011,2012,2014,2015,2016,2018,2019,2021,2022,2023,2024]
Jordan Henderson	Thiago Alcantara	13	[2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jordan Henderson	Virgil van Dijk	11	[2011,2012,2014,2015,2016,2017,2018,2019,2021,2022,2023]
Jordan Henderson	Xabi Alonso	13	[2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Martin Skrtel	Sadio Mane	11	[2011,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023]
Sadio Mane	Steven Gerrard	10	[2011,2013,2014,2015,2016,2018,2021,2022,2023,2024]
Sadio Mane	Thiago Alcantara	12	[2011,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Sadio Mane	Virgil van Dijk	10	[2011,2013,2014,2015,2016,2017,2018,2021,2022,2023]
Sadio Mane	Xabi Alonso	12	[2011,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Adrian San Miguel	Kostas Tsimikas	6	[2012,2015,2018,2019,2020,2021]
Adrian San Miguel	Luis Suarez	5	[2012,2016,2018,2019,2022]
Alexis Mac Allister	Kostas Tsimikas	7	[2012,2015,2018,2019,2020,2021,2023]
Alexis Mac Allister	Luis Suarez	4	[2012,2016,2018,2019]
Alisson Becker	Caoimhin Kelleher	12	[2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Alisson Becker	Daniel Agger	8	[2012,2014,2015,2017,2018,2019,2020,2024]
Alisson Becker	Harvey Elliott	13	[2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Alisson Becker	Jordan Henderson	12	[2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Alisson Becker	Kostas Tsimikas	9	[2012,2013,2015,2017,2018,2019,2020,2021,2023]
Alisson Becker	Luis Suarez	7	[2012,2013,2016,2017,2018,2019,2022]
Andrew Robertson	Kostas Tsimikas	4	[2012,2017,2018,2023]
Andrew Robertson	Luis Suarez	4	[2012,2016,2017,2018]
Caoimhin Kelleher	Jamie Carragher	7	[2012,2013,2016,2017,2018,2020,2023]
Caoimhin Kelleher	Kostas Tsimikas	9	[2012,2013,2015,2017,2018,2019,2020,2021,2023]
Caoimhin Kelleher	Luis Suarez	7	[2012,2013,2016,2017,2018,2019,2022]
Caoimhin Kelleher	Mohamed Salah	11	[2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023]
Caoimhin Kelleher	Roberto Firmino	8	[2012,2014,2015,2016,2017,2018,2019,2021]
Caoimhin Kelleher	Trent Alexander-Arnold	9	[2012,2014,2015,2016,2017,2018,2021,2022,2023]
Daniel Agger	Jamie Carragher	4	[2012,2017,2018,2020]
Daniel Agger	Kostas Tsimikas	6	[2012,2015,2017,2018,2019,2020]
Daniel Agger	Luis Suarez	4	[2012,2017,2018,2019]
Daniel Agger	Mohamed Salah	7	[2012,2014,2015,2017,2018,2020,2024]
Daniel Agger	Roberto Firmino	7	[2012,2014,2015,2017,2018,2019,2024]
Daniel Agger	Trent Alexander-Arnold	6	[2012,2014,2015,2017,2018,2024]
Daniel Sturridge	Kostas Tsimikas	7	[2012,2013,2015,2017,2020,2021,2023]
Daniel Sturridge	Luis Suarez	4	[2012,2013,2016,2017]
Darwin Nunez	Kostas Tsimikas	3	[2012,2019,2020]
Darwin Nunez	Luis Suarez	4	[2012,2016,2019,2022]
Dominik Szoboszlai	Kostas Tsimikas	8	[2012,2013,2017,2018,2019,2020,2021,2023]
Dominik Szoboszlai	Luis Suarez	5	[2012,2013,2017,2018,2019]
Fabinho	Kostas Tsimikas	9	[2012,2013,2015,2017,2018,2019,2020,2021,2023]
Fabinho	Luis Suarez	7	[2012,2013,2016,2017,2018,2019,2022]
Gini Wijnaldum	Kostas Tsimikas	8	[2012,2013,2015,2017,2018,2019,2020,2023]
Gini Wijnaldum	Luis Suarez	7	[2012,2013,2016,2017,2018,2019,2022]
Harvey Elliott	Jamie Carragher	7	[2012,2013,2016,2017,2018,2020,2023]
Harvey Elliott	Kostas Tsimikas	9	[2012,2013,2015,2017,2018,2019,2020,2021,2023]
Harvey Elliott	Luis Suarez	7	[2012,2013,2016,2017,2018,2019,2022]
Harvey Elliott	Mohamed Salah	12	[2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Harvey Elliott	Roberto Firmino	9	[2012,2014,2015,2016,2017,2018,2019,2021,2024]
Harvey Elliott	Trent Alexander-Arnold	10	[2012,2014,2015,2016,2017,2018,2021,2022,2023,2024]
Ibrahima Konaté	Kostas Tsimikas	7	[2012,2013,2017,2019,2020,2021,2023]
Ibrahima Konaté	Luis Suarez	6	[2012,2013,2016,2017,2019,2022]
James Milner	Kostas Tsimikas	8	[2012,2013,2015,2017,2018,2019,2020,2023]
James Milner	Luis Suarez	7	[2012,2013,2016,2017,2018,2019,2022]
Jamie Carragher	Jordan Henderson	6	[2012,2016,2017,2018,2020,2023]
Jamie Carragher	Kostas Tsimikas	6	[2012,2013,2017,2018,2020,2023]
Jamie Carragher	Luis Suarez	5	[2012,2013,2016,2017,2018]
Joel Matip	Kostas Tsimikas	5	[2012,2018,2019,2020,2021]
Joel Matip	Luis Suarez	5	[2012,2016,2018,2019,2022]
Jordan Henderson	Kostas Tsimikas	8	[2012,2015,2017,2018,2019,2020,2021,2023]
Jordan Henderson	Luis Suarez	6	[2012,2016,2017,2018,2019,2022]
Jordan Henderson	Mohamed Salah	11	[2012,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Jordan Henderson	Roberto Firmino	9	[2012,2014,2015,2016,2017,2018,2019,2021,2024]
Jordan Henderson	Trent Alexander-Arnold	10	[2012,2014,2015,2016,2017,2018,2021,2022,2023,2024]
Kostas Tsimikas	Luis Suarez	5	[2012,2013,2017,2018,2019]
Kostas Tsimikas	Mohamed Salah	8	[2012,2013,2015,2017,2018,2020,2021,2023]
Kostas Tsimikas	Roberto Firmino	6	[2012,2015,2017,2018,2019,2021]
Kostas Tsimikas	Steven Gerrard	7	[2012,2013,2015,2018,2019,2021,2023]
Kostas Tsimikas	Thiago Alcantara	9	[2012,2013,2015,2017,2018,2019,2020,2021,2023]
Kostas Tsimikas	Trent Alexander-Arnold	6	[2012,2015,2017,2018,2021,2023]
Kostas Tsimikas	Virgil van Dijk	8	[2012,2013,2015,2017,2018,2019,2021,2023]
Kostas Tsimikas	Xabi Alonso	9	[2012,2013,2015,2017,2018,2019,2020,2021,2023]
Luis Suarez	Mohamed Salah	6	[2012,2013,2016,2017,2018,2022]
Luis Suarez	Roberto Firmino	5	[2012,2016,2017,2018,2019]
Luis Suarez	Steven Gerrard	6	[2012,2013,2016,2018,2019,2022]
Luis Suarez	Thiago Alcantara	7	[2012,2013,2016,2017,2018,2019,2022]
Luis Suarez	Trent Alexander-Arnold	5	[2012,2016,2017,2018,2022]
Luis Suarez	Virgil van Dijk	7	[2012,2013,2016,2017,2018,2019,2022]
Luis Suarez	Xabi Alonso	7	[2012,2013,2016,2017,2018,2019,2022]
Alisson Becker	Sadio Mane	11	[2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Caoimhin Kelleher	Luis Diaz	9	[2013,2014,2015,2016,2018,2020,2021,2022,2023]
Caoimhin Kelleher	Sami Hyypia	8	[2013,2015,2016,2019,2020,2021,2022,2023]
Fernando Torres	Kostas Tsimikas	6	[2013,2015,2017,2018,2019,2021]
Fernando Torres	Luis Suarez	4	[2013,2017,2018,2019]
Harvey Elliott	Luis Diaz	10	[2013,2014,2015,2016,2018,2020,2021,2022,2023,2024]
Harvey Elliott	Sami Hyypia	9	[2013,2015,2016,2019,2020,2021,2022,2023,2024]
Jamie Carragher	Sadio Mane	6	[2013,2016,2017,2018,2020,2023]
Joe Gomez	Kostas Tsimikas	6	[2013,2015,2017,2019,2021,2023]
Joe Gomez	Luis Suarez	5	[2013,2016,2017,2019,2022]
Kostas Tsimikas	Luis Diaz	6	[2013,2015,2018,2020,2021,2023]
Kostas Tsimikas	Martin Skrtel	8	[2013,2015,2017,2018,2019,2020,2021,2023]
Kostas Tsimikas	Sadio Mane	7	[2013,2015,2017,2018,2020,2021,2023]
Kostas Tsimikas	Sami Hyypia	6	[2013,2015,2019,2020,2021,2023]
Luis Diaz	Luis Suarez	4	[2013,2016,2018,2022]
Luis Diaz	Sadio Mane	10	[2013,2014,2015,2016,2018,2020,2021,2022,2023,2024]
Luis Suarez	Martin Skrtel	6	[2013,2016,2017,2018,2019,2022]
Luis Suarez	Sadio Mane	5	[2013,2016,2017,2018,2022]
Luis Suarez	Sami Hyypia	4	[2013,2016,2019,2022]
Mohamed Salah	Sadio Mane	11	[2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Sadio Mane	Sami Hyypia	8	[2013,2015,2016,2020,2021,2022,2023,2024]
Daniel Agger	Luis Diaz	5	[2014,2015,2018,2020,2024]
Jordan Henderson	Luis Diaz	9	[2014,2015,2016,2018,2020,2021,2022,2023,2024]
Roberto Firmino	Sadio Mane	7	[2014,2015,2016,2017,2018,2021,2024]
Sadio Mane	Trent Alexander-Arnold	9	[2014,2015,2016,2017,2018,2021,2022,2023,2024]
Alisson Becker	Cody Gakpo	5	[2015,2017,2018,2019,2024]
Cody Gakpo	Kostas Tsimikas	4	[2015,2017,2018,2019]
Cody Gakpo	Luis Diaz	3	[2015,2018,2024]
Cody Gakpo	Mohamed Salah	4	[2015,2017,2018,2024]
Cody Gakpo	Roberto Firmino	5	[2015,2017,2018,2019,2024]
Cody Gakpo	Sami Hyypia	3	[2015,2019,2024]
Cody Gakpo	Trent Alexander-Arnold	4	[2015,2017,2018,2024]
Daniel Agger	Sami Hyypia	4	[2015,2019,2020,2024]
Jordan Henderson	Sami Hyypia	8	[2015,2016,2019,2020,2021,2022,2023,2024]
Cody Gakpo	Jamie Carragher	2	[2017,2018]
Cody Gakpo	Luis Suarez	3	[2017,2018,2019]
Diogo Jota	Kostas Tsimikas	2	[2021,2023]
